ean,family,sku,title,long_description,ecotax,category,main_photo,photo_1,photo_2,photo_3,photo_4,photo_5,photo_6,photo_7,photo_8,photo_9,photo_10,brand,sport,gender,axis_shoes_size,axis_size_fr,axis_main_color,secondary_color,variant_id,advice_1,advice_2,advice_3,technical_info_1,technical_info_2,technical_info_3,axis_football_ball_size,football_ball_type,related_product_ean_1,related_product_ean_2,related_product_ean_3,related_product_ean_4,related_product_ean_5,related_product_ean_6,related_product_ean_7,related_product_ean_8,related_product_ean_10,related_product_ean_10
846429441283654,FOOTBALL_BALLOONS,710313615139349,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
115034481517277,FOOTBALL_BALLOONS,122354001203045,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
956379133593511,FOOTBALL_BALLOONS,781244377596085,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
379903958938131,FOOTBALL_BALLOONS,809668182935503,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
78669516320322,FOOTBALL_BALLOONS,507216593455868,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
721442356467592,FOOTBALL_BALLOONS,35029102950655,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
23136775350802,FOOTBALL_BALLOONS,750329653185801,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
825475174310341,FOOTBALL_BALLOONS,662266274377781,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
153702780908819,FOOTBALL_BALLOONS,291560808327814,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
698711505707721,FOOTBALL_BALLOONS,702834266033317,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
549990052928117,FOOTBALL_BALLOONS,654066968380473,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
608258252307909,FOOTBALL_BALLOONS,56708090305005,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
653320195998546,FOOTBALL_BALLOONS,612639826717077,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
482187000292582,FOOTBALL_BALLOONS,49513407091442,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
990932276148873,FOOTBALL_BALLOONS,563903285088605,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
668105463056034,FOOTBALL_BALLOONS,397478962031093,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
171060852591313,FOOTBALL_BALLOONS,680377259553753,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
950016695767694,FOOTBALL_BALLOONS,127703699524529,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
650804399265431,FOOTBALL_BALLOONS,549286925800934,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
792480858249536,FOOTBALL_BALLOONS,675489274709528,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
121499584053682,FOOTBALL_BALLOONS,911185572713505,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
985373052489618,FOOTBALL_BALLOONS,881827938569009,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
574476958463481,FOOTBALL_BALLOONS,425131739073383,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
594973048570912,FOOTBALL_BALLOONS,918650763746704,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
841492504496582,FOOTBALL_BALLOONS,792815111463836,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
294290832658902,FOOTBALL_BALLOONS,919920437370787,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
671831436861693,FOOTBALL_BALLOONS,875768388536593,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
45661169299326,FOOTBALL_BALLOONS,9665562426307,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
427556662330703,FOOTBALL_BALLOONS,904775054433668,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
624020583165274,FOOTBALL_BALLOONS,538760516705751,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
756220150245268,FOOTBALL_BALLOONS,62591763914139,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
869253354150448,FOOTBALL_BALLOONS,415261536859318,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
479758626228094,FOOTBALL_BALLOONS,799737527819686,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
614423849675323,FOOTBALL_BALLOONS,116098791694841,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
45152284521992,FOOTBALL_BALLOONS,961292031658759,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
602927219307757,FOOTBALL_BALLOONS,305259517387021,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
235381419136632,FOOTBALL_BALLOONS,932769005422318,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
656574573451817,FOOTBALL_BALLOONS,245396625620386,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
83347421536086,FOOTBALL_BALLOONS,173465336941882,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
229363969737275,FOOTBALL_BALLOONS,632627891601313,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
748810109114197,FOOTBALL_BALLOONS,662181937916249,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
259790850335189,FOOTBALL_BALLOONS,855148214934557,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
855138030486745,FOOTBALL_BALLOONS,393547668335986,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
2678415638643,FOOTBALL_BALLOONS,487681179294449,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
221830372206826,FOOTBALL_BALLOONS,150939640423749,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
857895152254786,FOOTBALL_BALLOONS,899830188451488,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
582577141339868,FOOTBALL_BALLOONS,362935313760429,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
949777573455886,FOOTBALL_BALLOONS,464689571043521,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
888639023567972,FOOTBALL_BALLOONS,465614212867334,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
754030823852164,FOOTBALL_BALLOONS,371641648765167,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
110832510322411,FOOTBALL_BALLOONS,468350858801484,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
81724814878436,FOOTBALL_BALLOONS,288823287839427,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
16721473391971,FOOTBALL_BALLOONS,75584025948537,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
700649067191868,FOOTBALL_BALLOONS,313317164437663,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
896404396618116,FOOTBALL_BALLOONS,493854140626381,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
179586999822995,FOOTBALL_BALLOONS,682139329374461,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
865074067887747,FOOTBALL_BALLOONS,18833177127767,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
31972654504965,FOOTBALL_BALLOONS,869275303864277,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
314572214927388,FOOTBALL_BALLOONS,81735384165093,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
